"item_id","construct","subconstruct","item_format","age_band","entry_kind","stimulus_modality","cognitive_process","response_format","engagement_affordance","adaptivity_fit","tail_discrimination","coachability_bias_risk","advantage_vs_cogat","source_name","source_url","ip_status","reuse_note"
"SP-026","spatial","mazes_route_planning","denser maze with many blind alleys; the learner must plan the route before moving to avoid dead-ends","6-8","example_item","interactive","look-ahead route planning and error avoidance","constructed","treasure-map framing where premature moves cost points; encourages mental simulation before acting","high - increase junctions and depth to push difficulty into the gifted range","high - counting rule-violations and planning time separates methodical top planners","low - hard to game; foresight transfers; minimal language load keeps it ELL-fair","probes planful spatial problem-solving that CogAT pattern-reasoning items never touch","Porteus Maze Test (Porteus, 1950)","https://en.wikipedia.org/wiki/Porteus_Maze_test","research_described","adapt_ok - generate original harder mazes"
"SP-027","spatial","mazes_route_planning","very simple maze: guide a friendly character from start to a single goal along one clear path with few turns","K-1","example_item","interactive","basic pathfinding and directional tracking","constructed","a help-the-puppy-home game with big touch targets and cheerful feedback; low frustration for the youngest learners","high - turn count and path width scale from trivial to moderate for K-1","low - intentionally easy floor item for early grades; not for tail separation","low - intuitive, language-free; essentially uncoachable at this simplicity","introduces spatial planning as early as kindergarten, a construct CogAT never includes","Porteus Maze Test (Porteus, 1950), scaled down","https://en.wikipedia.org/wiki/Porteus_Maze_test","research_described","adapt_ok - simple original mazes for K-1"
"SP-028","spatial","mazes_route_planning","grid route-planning: find the shortest path that visits required targets and reaches the exit in the fewest steps","6-8","item_type","interactive","multi-goal route optimization and spatial planning","constructed","a delivery-robot game: plan a route to pick up all packages in the fewest moves; a step counter gamifies optimization","high - grid size, number of targets, and obstacle layout are fully generative for adaptive difficulty","high - optimal versus near-optimal path length is a fine continuous discriminator at the top","low - strategy generalizes; language-free; scoring on path efficiency resists memorization","measures optimization and planning over space, an entirely different and STEM-relevant ability CogAT ignores","CogniFit Maze Test (based on Porteus Maze and NEPSY Route-Finding)","https://static.cognifit.com/manuals/Maze+Test.pdf","research_described","adapt_ok - build original grid tasks on the public maze and route paradigm"
"SP-029","spatial","perspective_taking","given a map array of objects, imagine standing at one object facing a second and indicate the direction to a third","6-8","item_type","interactive","egocentric perspective transformation (imagined self-rotation), dissociable from object rotation","constructed","drag a compass arrow to point where the target would be from the imagined viewpoint; you-are-here game framing","high - perspective-shift angle and array density are continuous difficulty parameters","high - large perspective shifts (behind or left) produce fine angular-error gradations at the top","low - measures a distinct ability; minimal language; scored by angular error, hard to fake","perspective-taking is provably separate from mental rotation and is completely absent from CogAT","Perspective Taking/Spatial Orientation Test (Kozhevnikov & Hegarty, 2001; Hegarty & Waller, 2004)","https://hegarty-lab.psych.ucsb.edu/node/221","research_described","adapt_ok - research instrument; author original object arrays"
"SP-030","spatial","perspective_taking","worked example on a small scene: point on a response dial to the target as seen from an imagined heading in the array","6-8","example_item","interactive","imagined viewpoint rotation of the self and relative-direction estimation","constructed","an interactive dial with a live preview of the imagined viewpoint; instant angular feedback in practice mode","high - number of items and perspective angles are freely generable for adaptive delivery","high - continuous angular-error scoring avoids ceiling and ranks the top tail precisely","low - low language load; a genuinely different skill from rotation, resistant to rote prep","gives explicit measurement of viewpoint reasoning used in navigation and geometry that CogAT omits","Object Perspective Test (Hegarty & Waller, 2004)","https://hegarty-lab.psych.ucsb.edu/node/221","research_described","adapt_ok - original arrays in the OPT/SOT style"
"SP-031","spatial","perspective_taking","road-map task: following a route with turns, the child decides at each turn whether it is a left or a right","2-3","example_item","interactive","egocentric left-right judgment along a route (mental self-rotation)","timed_tap","a drive-the-car-along-the-road game; tap left or right at each corner as the car moves for a playful, quick rhythm","high - number of turns and route orientation (toward vs away) scale difficulty for early grades","med - away-facing turns are hard and extend range; simple toward turns keep a low floor","low - concrete driving metaphor, minimal language; taps a robust developmental skill","brings perspective-taking down to grade 2-3 as a game, capturing a spatial-executive skill CogAT never assesses","Money Standardized Road-Map Test of Direction Sense (Money, Alexander & Walker, 1965)","https://pmc.ncbi.nlm.nih.gov/articles/PMC10473169/","research_described","adapt_ok - classic route paradigm; author original maps"
"SP-032","spatial","perspective_taking","a doll or robot sits on one side of a small scene; child picks the picture showing what the doll sees from its side","K-1","example_item","pictorial","viewpoint inference (what the scene looks like from another position)","mcq","rotate the scene on screen to peek from the robot seat, then choose; the peek animation makes the concept concrete","high - viewpoint offset (90 vs 180 degrees) and scene complexity scale difficulty for young children","med - 180-degree (opposite) views are hard and add range; adjacent views keep an accessible floor","low - language-light and concrete; a foundational skill that is hard to coach superficially","establishes viewpoint reasoning in kindergarten, a spatial ability wholly outside the CogAT scope","Perspective-taking dissociation paradigm (Kozhevnikov & Hegarty, 2001), simplified for young children","https://hegarty-lab.psych.ucsb.edu/node/221","research_described","adapt_ok - simplify the perspective paradigm with original concrete scenes"
"SP-033","spatial","cross_sections","a 3D solid is shown intersected by a cutting plane; pick the 2D shape of the resulting cross-section","6-8","item_type","figural","penetrative visualization (infer internal 2D structure of a solid)","mcq","a slice-the-solid puzzle with simple, joined, and embedded shapes; an egocentric distractor makes the reveal satisfying","high - solid complexity (simple/joined/embedded) and plane orientation (horizontal/vertical/oblique) are tunable","high - embedded solids cut by oblique planes strongly separate advanced visualizers","low - low language load; note oblique-plane egocentric errors are diagnostic, not just noise","cross-sectioning predicts STEM (anatomy, geology, engineering) and is entirely missing from CogAT","Santa Barbara Solids Test (Cohen & Hegarty, 2012)","https://hegarty-lab.psych.ucsb.edu/node/231","research_described","adapt_ok - research instrument freely used for research; render original solids"
"SP-034","spatial","cross_sections","interactive: learner drags a cutting plane through a rotating 3D solid, then selects the exposed cross-section","6-8","example_item","interactive","dynamic cross-section visualization with active plane control","mcq","a slider advances the cutting plane through the solid while a live 2D section updates; explore first, then answer without the preview","high - remove the live preview at higher levels and add oblique planes to raise difficulty","high - no-preview oblique cuts of embedded solids discriminate at the very top","med - the interactive preview trains the skill; hide it in scored trials to keep discrimination honest","showcases how a spatial construct becomes an engaging manipulative; CogAT has no interactive or cross-section content","Santa Barbara Solids Test with interactive animation (Cohen & Hegarty)","https://groups.psych.northwestern.edu/uttal/people/documents/CCohen_Spatialvisualizationtrainingusinginteractiveanimation.pdf","research_described","adapt_ok - build an original interactive cross-section engine"
"SP-035","spatial","cross_sections","IRT-calibrated short form: fewer items chosen to span difficulty, each asking for the cross-section of a solid","6-8","item_type","figural","cross-section inference on an item-response-theory-calibrated scale","mcq","a quick, well-targeted set keeps engagement high by avoiding too-easy or too-hard items; still slice-the-shape framed","high - IRT-calibrated items are built for computer-adaptive selection and precise trait estimation","high - IRT design maximizes information near the high-ability cut used for gifted selection","low - short refreshed forms limit exposure; low language load supports ELL fairness","delivers efficient, adaptive, tail-focused spatial measurement in a construct CogAT does not assess","Santa Barbara Solids Test IRT short form (Munns, He, Topete & Hegarty, 2023)","https://www.spatiallearning.org/tools/santa-barbara-solids-test","research_described","adapt_ok - calibrate original items using the published IRT approach"
"SP-036","spatial","cross_sections","concrete version: a familiar object (apple, loaf, clay cylinder) is cut; child picks the shape of the cut face","4-5","example_item","interactive","concrete cross-section prediction from everyday solids","mcq","a tap-to-slice-the-fruit animation reveals the inside; playful and immediately understandable for young children","high - start with straight cuts of simple foods, then add diagonal cuts to increase difficulty","low - simple straight cuts form an easy floor; diagonal cuts add some range for the age","low - concrete and language-free; builds intuition for the abstract cross-section skill later","introduces cross-sectioning at age 4-5 through play, seeding a STEM-relevant skill CogAT ignores entirely","Santa Barbara Solids Test paradigm (Cohen & Hegarty, 2012), simplified with concrete objects","https://hegarty-lab.psych.ucsb.edu/node/231","research_described","adapt_ok - simplify the cross-section paradigm with original concrete stimuli"
"SP-037","spatial","spatial_visualization","incumbent contrast: a 2x2 figural matrix where the student picks the figure completing the analogy","K-8","item_type","figural","figural analogical reasoning (loads mostly on fluid reasoning, only partly on visualization)","mcq","a static multiple-choice matrix; essentially no interactivity, underscoring where an interactive spatial battery adds value","med - leveled forms exist but items are fixed and proprietary, not generatively adaptive","med - discriminates general reasoning more than specific spatial visualization at the tail","high - among the most coached gifted-test formats; proprietary items cannot be refreshed by us","documents the core gap: Lohman (2005) shows matrices measure reasoning, not 3D visualization, so CogAT underweights true spatial talent","CogAT Nonverbal Battery, Figure Matrices (Riverside Insights)","https://info.riversideinsights.com/datamanager-onlinehelp/cogat-test-descriptions","proprietary_describe_only","describe_only - proprietary CogAT item; describe the type only"
"SP-038","spatial","spatial_visualization","incumbent contrast: given three figures that share a property, pick the figure that belongs with the set","K-8","item_type","figural","figural classification (rule induction over shapes, reasoning-heavy)","mcq","a static odd-one-in selection; no manipulation, reinforcing the opportunity for interactive spatial items","med - fixed proprietary items across grade levels, not parameterized","med - taps abstraction more than spatial visualization; weaker at isolating spatial talent","high - widely coached; we cannot generate parallel proprietary forms","another incumbent that conflates reasoning with spatial ability, so it misses students strong specifically in visualization","CogAT Nonverbal Battery, Figure Classification (Riverside Insights)","https://info.riversideinsights.com/datamanager-onlinehelp/cogat-test-descriptions","proprietary_describe_only","describe_only - proprietary CogAT item; describe the type only"
"SP-039","spatial","spatial_visualization","incumbent contrast: a spatial-visualization cluster where the student determines how two or more designs combine into a new figure","K-8","item_type","figural","figural synthesis embedded in a general nonverbal-reasoning test","mcq","a static matrix-style selection; no interactivity, unlike a drag-to-combine build task we can offer","med - leveled but fixed proprietary items; not generatively adaptive","med - visualization is one small cluster among reasoning items, limiting spatial-tail precision","high - popular gifted-screening test with heavy prep markets; items are proprietary","shows even nonverbal reasoning tests treat visualization as a minor cluster, not a scaled construct, leaving room to lead here","Naglieri Nonverbal Ability Test, Spatial Visualization cluster (as described in Lohman-tradition review, Lakin)","http://www.korbedpsych.com/LinkedFiles/Identifying_Academically_Gifted_ELL.pdf","proprietary_describe_only","describe_only - proprietary Pearson test; describe the cluster only"
"SP-040","spatial","mental_rotation","cube comparison: decide whether two drawings of a marked cube could be the same cube shown in different rotations","6-8","item_type","figural","3D rotation discrimination with occluded faces","mcq","flick-to-rotate a marked die and compare; a dice-matching game framing with hidden-face suspense","high - number of marked faces and rotation complexity scale difficulty via AIG","high - hidden-face inference plus larger rotations sharply separates strong 3D visualizers","low - low language load; some strategy coaching possible, countered with novel cube markings","adds occluded-face 3D reasoning central to spatial talent and STEM, which CogAT does not measure","ETS Kit of Factor-Referenced Cognitive Tests, S-2 Cube Comparison (1976)","https://www.ets.org/content/dam/static-resources/Media/Research/pdf/FRCT-KIT-76.pdf","public_domain","adapt_ok - public ETS Kit test, reproduce or redraw"
"VR-001","verbal","verbal_analogy","A is to B as C is to ? - pick the word that completes the analogy (4 options)","6-8","item_type","verbal","relational/semantic reasoning","mcq","'word-bridge' mini-game: child drags the word that finishes the bridge between two islands, light story framing","high - clone by relation type via automatic item generation, but each item's vocab must be grade-normed","med - ceiling risk unless rare-relation types and low-frequency vocab are used","HIGH language/vocab load - disadvantages ELL and low-print-exposure kids; heavily coachable via analogy drilling","CogAT already has verbal analogies; our edge is oral/picture delivery for pre-readers plus adaptive vocab-leveling (SUBTLEX Zipf) that holds relation difficulty constant while lowering rare-word load to cut ELL bias","CogAT (Cognitive Abilities Test), Riverside Insights - Verbal Battery","https://riversideinsights.com/k12-assessments/cogat","proprietary_describe_only","describe_only - secure gifted-screening content; describe the format only"
"VR-002","verbal","verbal_analogy","2x2 picture matrix (top pair related); child picks the picture that completes the bottom pair; prompt read aloud","K-1","item_type","pictorial","relational reasoning without reading","mcq","'match-the-pair' picture game with animated reveal of the finished pair","med - relation templates clone well but each item needs original picture art (asset cost)","low-med - young-child ceiling; needs subtle relations to separate top scorers","MED - removes print load (good for pre-readers and ELL) but picture/object familiarity carries cultural bias; coachable via picture-analogy practice","CogAT's own K-2 picture-analogy format; our edge is adaptive difficulty and culturally-balanced, high-familiarity image sets that reduce object-knowledge bias for a pre-reader gifted screen","CogAT (Cognitive Abilities Test), Riverside Insights - Picture Analogies (Levels 5/6-8)","https://riversideinsights.com/k12-assessments/cogat","proprietary_describe_only","describe_only - secure content; describe the pre-reader format only"
"VR-003","verbal","verbal_analogy","Public-domain verbal-reasoning item (word relationships/analogy); choose the best completion","6-8","example_item","verbal","verbal relational reasoning","mcq","'reasoning ladder' - each rung is a harder analogy; climbing unlocks cosmetic rewards","high - open item pool, IRT-calibrated, ready for computer-adaptive delivery","high - ICAR verbal items are validated to discriminate across the ability range including the upper tail","MED-HIGH - English vocabulary and general-knowledge load; public items are exposed so become memorizable over time","free public-domain pool lets us pre-calibrate and rotate items cheaply; pairing with adaptive vocab-leveling and read-aloud reduces the language-load bias that CogAT verbal carries","International Cognitive Ability Resource (ICAR) - Verbal Reasoning (public domain)","https://icar-project.org/","public_domain","adapt_ok - public-domain research items; rotate to limit exposure"
"VR-004","verbal","verbal_analogy","Content-loaded partial analogy across humanities/science/math (A : B :: C : ?), 4 options","6-8","item_type","verbal","analogical reasoning plus broad academic knowledge","mcq","'expert challenge' bonus round with rare cross-domain analogies for high scorers","low - heavy content-knowledge dependence makes it hard to grade-norm fairly for K-8","high - designed for high-ability adults; very strong ceiling / tail discrimination","VERY HIGH - depends on cultural and academic knowledge; MAT was retired Nov 2023 (format reference only); highly coachable via content study","shows a ceiling-rich analogy format; we borrow its rare-relation difficulty but strip the cultural/academic-knowledge dependence using curated grade-normed vocab, which reduces bias relative to a knowledge-loaded analogy","Miller Analogies Test (MAT), Pearson - retired 2023","https://en.wikipedia.org/wiki/Miller_Analogies_Test","proprietary_describe_only","describe_only - proprietary and discontinued; format reference only"
"VR-005","verbal","sentence_completion","Examiner reads a sentence/question aloud with a missing idea; child selects the picture that best completes/answers it","K-1","item_type","mixed","listening comprehension plus semantic reasoning (no reading)","mcq","'finish-the-story' with voice narration; child taps the picture that completes the story","med - sentence frames clone well but need paired audio and picture assets","low-med - easy ceiling for able young children unless distractors are near-misses","MED - oral delivery removes decoding bias (good for pre-readers and ELL) but relies on listening vocabulary and Standard American English; coachable","oral delivery removes the reading barrier CogAT print items impose; adding home-language audio scaffolds and adaptive vocab leveling further reduces ELL bias for a pre-reader screen","CogAT (Cognitive Abilities Test), Riverside Insights - Sentence Completion (Levels 5/6-8, oral)","https://riversideinsights.com/k12-assessments/cogat","proprietary_describe_only","describe_only - secure content; describe the oral format only"
"VR-006","verbal","sentence_completion","Fill-in-the-blank sentence; choose the word(s) that best complete it","4-5","item_type","verbal","semantic/syntactic reasoning; vocabulary in context","mcq","'sentence builder' - drag the missing word tile into the gap; sentence animates when correct","high - cloze frames plus a word-bank support automatic item generation","med - can push difficulty with low-frequency target words and subtle distractors","HIGH - vocabulary and syntax load; disadvantages ELL and low-print-exposure kids; coachable via test-prep","we grade-norm the blank's target word by SUBTLEX Zipf frequency to hold semantic difficulty steady while lowering rare-word bias, and offer an oral version CogAT does not","OLSAT 8 (Otis-Lennon School Ability Test), Pearson - Sentence Completion","https://www.pearsonassessments.com/content/dam/school/global/clinical/us/assets/olsat8/olsat8-overview-brochure.pdf","proprietary_describe_only","describe_only - secure content; describe the format only"
"VR-007","verbal","sentence_completion","Select the word/phrase that best fills a blank using surrounding passage context (context clues)","4-5","example_item","verbal","context integration; inference of word meaning","drag_drop","'context detective' - highlight the clue words in the passage, then drop the answer into the gap","high - released items plus passages; cloze shells clone across topics","med - passage lexile and clue transparency scale difficulty","MED-HIGH - reading/decoding load and passage-topic background-knowledge bias; test-prep coachable","CogAT verbal has no passage-based cloze; we add adaptive passage lexile and an oral read-aloud option to separate reasoning from decoding, widening access","Smarter Balanced Sample Items (ELA)","https://sampleitems.smarterbalanced.org/","gov_released","adapt_ok - officially released consortium items"
"VR-008","verbal","verbal_classification","Given three words that go together, pick the fourth word that belongs in the same group","6-8","item_type","verbal","categorization; concept abstraction","mcq","'which one joins the club?' - drag the new word into the group if it fits","high - category templates support automatic item generation","med - needs abstract/superordinate categories to avoid ceiling","HIGH - category and vocabulary knowledge; culturally loaded categories cause DIF; coachable","we adapt category abstraction level, use grade-normed exemplars, and add an oral option to cut the vocab/culture bias present in fixed CogAT verbal classification","CogAT (Cognitive Abilities Test), Riverside Insights - Verbal Classification","https://riversideinsights.com/k12-assessments/cogat","proprietary_describe_only","describe_only - secure content; describe the format only"
"VR-009","verbal","verbal_classification","Three pictures share a property; child picks the additional picture that belongs (prompt read aloud)","K-1","item_type","pictorial","categorization without reading","mcq","'odd-one-in' - tap the picture that joins the set; playful sorting animation","med - category templates clone but need original picture art","low-med - young ceiling unless properties are subtle","MED - low print load (pre-reader/ELL friendly) but object familiarity and cultural bias remain; coachable via practice","picture plus oral removes reading; we curate culturally-balanced, high-familiarity images and adapt difficulty to reduce the object-knowledge bias in a pre-reader classification screen","CogAT (Cognitive Abilities Test), Riverside Insights - Picture Classification (Levels 5/6-8)","https://riversideinsights.com/k12-assessments/cogat","proprietary_describe_only","describe_only - secure content; describe the pre-reader format only"
"VR-010","verbal","verbal_classification","Pick the word that does NOT belong; all words drawn from a frequency-controlled list","2-3","item_type","verbal","categorization; inhibition of surface associations","mcq","'word sort' - drag the odd word out of the basket; the rest snap together","high - generated from open frequency lists so items are effectively unlimited and cloneable","med - difficulty scales with category subtlety and distractor similarity","MED - holding word frequency constant reduces vocab-exposure bias, but category knowledge is still culturally shaped","SUBTLEX Zipf frequency lets us equate word familiarity across items (fairer than a fixed CogAT word set), and an oral version serves early/at-risk readers","SUBTLEX-US word frequency database (Brysbaert & New) - CC-BY-SA","https://www.ugent.be/pp/experimentele-psychologie/en/research/documents/subtlexus","open_license","adapt_ok - CC-BY-SA; attribute the corpus"
"VR-011","verbal","antonyms_synonyms","Given a target word, choose its opposite (antonym) from options","4-5","item_type","verbal","lexical-semantic knowledge; opposition mapping","mcq","'opposite tug-of-war' - drag the antonym to win the rope; playful feedback","high - antonym pair templates clone easily","med - needs lower-frequency words to reach a high ceiling","HIGH - near-pure vocabulary; strong ELL and low-print bias; very coachable via word lists","we adaptively level antonym pairs by SUBTLEX frequency and offer oral/picture-supported opposites for young and ELL students, reducing the vocab-exposure bias of fixed CogAT/OLSAT items","OLSAT 8 (Otis-Lennon School Ability Test), Pearson - Antonyms","https://www.pearsonassessments.com/content/dam/school/global/clinical/us/assets/olsat8/olsat8-overview-brochure.pdf","proprietary_describe_only","describe_only - secure content; describe the format only"
"VR-012","verbal","antonyms_synonyms","Verbal-comprehension factor markers: produce/select opposites (Opposites Test) and choose the synonym of a target (Vocabulary Test)","6-8","item_type","verbal","crystallized verbal knowledge; associational fluency","mcq","'antonym arcade' - timed speed round scoring streaks of correct opposites","med - fixed factor-marker sets; licensing limits verbatim reuse so we build parallels","high - factor-referenced markers span a wide ability range with known psychometrics","HIGH - vocabulary and verbal-fluency load; coachable","provides validated factor markers to anchor our vocabulary scale; we then substitute grade-normed low-bias words and oral delivery so the scale is fairer than CogAT's fixed verbal set","ETS Kit of Factor-Referenced Cognitive Tests (Ekstrom et al.) - Verbal Comprehension / Opposites","https://www.ets.org/content/dam/static-resources/Media/Research/pdf/FRCT-KIT-76.pdf","research_described","describe_only - licensed research materials (royalty/agreement); describe and build parallels"
"VR-013","verbal","antonyms_synonyms","Choose the word closest in meaning to an underlined word AS USED in the passage","4-5","example_item","verbal","vocabulary in context; sense disambiguation","mcq","'shades of meaning' - a color slider previews near-synonyms before the child commits","high - released items; passage-anchored synonym shells clone across texts","med - low-frequency targets and close distractors raise the ceiling","MED-HIGH - vocabulary plus reading load; passage-topic background bias; coachable","context-anchored synonyms (CogAT uses isolated words); adaptive lexile and read-aloud reduce decoding and ELL bias while still measuring word knowledge","Texas STAAR Released Test Questions (Reading Language Arts)","https://tea.texas.gov/data-reports/staar/staar-released-test-questions","gov_released","adapt_ok - state-released items"
"VR-014","verbal","antonyms_synonyms","Vocabulary (define a spoken/printed word) and Similarities (explain how two words are alike); young levels use picture prompts","K-8","item_type","mixed","crystallized knowledge; verbal concept formation and expression","spoken","'explain-it' - voice-recorded answers earn badges; picture prompts for the youngest","low - constructed spoken answers need a scoring rubric / AI scoring; hard to auto-clone","high - open-ended responses tap depth and discriminate strongly at the high end","HIGH - expressive language plus vocabulary plus culturally-shaped concepts; ELL disadvantage; coachable","captures verbal expression and abstraction that CogAT's multiple-choice format misses; multilingual scoring and picture prompts for young children widen who can demonstrate ability","WISC-V, Pearson - Verbal Comprehension (Vocabulary, Similarities)","https://www.pearsonassessments.com/content/dam/school/global/clinical/us/assets/wisc-v/wiscv-integrated-brochure.pdf","proprietary_describe_only","describe_only - secure clinical content; describe the item type only"
"VR-015","verbal","verbal_absurdities","Hear/read a short scenario containing an impossibility; identify what is foolish and explain why","4-5","example_item","audio","world-knowledge activation; logical-inconsistency detection","spoken","'silly detector' - child buzzes when they hear the nonsense, then tells why it can't be true","med - scenarios are writable at scale but scoring the explanation is open-ended","high - subtle absurdities discriminate strong reasoning and world knowledge at the top","MED-HIGH - depends on world-knowledge and cultural schemas; experience/ELL bias; somewhat coachable","adds an inference + world-knowledge check CogAT omits; oral delivery, a picture-absurdity variant for pre-readers, and culturally-neutral scenarios reduce bias","Absurdities vocabulary/reasoning exercises (D. Newman, SLP) - free resource; classic Stanford-Binet/DTLA item type","https://impactofspecialneeds.weebly.com/uploads/3/4/1/9/3419723/absurdities.pdf","research_described","adapt_ok - write original scenarios (do not copy); confirm author's terms"
"VR-016","verbal","verbal_absurdities","Show a picture containing an impossibility; child names or points to what is silly (prompt read aloud)","K-1","item_type","pictorial","scene comprehension; violation-of-expectation detection","timed_tap","'spot the goof' - tap the wrong thing in the scene; a funny animation confirms it","med - illustration cost, but absurdity types (wrong-size, wrong-place, impossible-action) are templated","med - engaging but ceiling for able kids unless absurdities are subtle","MED - low language load (pre-reader/ELL friendly) but scene/cultural familiarity biases performance; coachable","gives pre-readers an inference task CogAT verbal cannot (it needs reading); culturally-balanced scenes and adaptive subtlety reduce bias while widening the pool","Picture-absurdities item type (classic Stanford-Binet lineage); adapted from Absurdities exercises (D. Newman, SLP)","https://impactofspecialneeds.weebly.com/uploads/3/4/1/9/3419723/absurdities.pdf","research_described","adapt_ok - create original picture scenes; describe, do not copy"
"VR-017","verbal","inference_reading_comprehension","Read a literary passage; answer inference/interpretation questions (MCQ plus short constructed response)","4-5","example_item","verbal","text comprehension; inference; interpretation","constructed","'story quest' - answering unlocks the next chapter of an illustrated story","med - passages are long; item cloning is limited but the NAEP bank has 3000+ items","high - interpretive and constructed-response items discriminate at the high end","MED-HIGH - decoding plus background-knowledge load; passage-topic bias; test-prep coachable","deep comprehension CogAT lacks; adaptive lexile, audio read-aloud, and topic-balanced passages separate reasoning from decoding/knowledge bias","NAEP Reading Sample Questions (grade 4 literary), NCES","https://www.nationsreportcard.gov/reading/sample-questions/","gov_released","adapt_ok - publicly released government items"
"VR-018","verbal","inference_reading_comprehension","Read informational text; integrate and infer across the text (MCQ plus short constructed response)","6-8","example_item","verbal","integration across text; evidence-based inference","constructed","'fact-finder' - highlight the sentences that prove your answer to earn evidence points","med - large released bank via the NAEP Questions Tool; passages limit cloning","high - integrate-across-text items reach the advanced achievement level","MED-HIGH - reading load plus prior knowledge; coachable","evidence-based inference with an explicit citing mechanic; adaptive difficulty and read-aloud isolate reasoning from decoding","NAEP Questions Tool (Reading, grade 8 informational), NCES","https://www.nationsreportcard.gov/nqt/","gov_released","adapt_ok - publicly released government items"
"VR-019","verbal","inference_reading_comprehension","Multi-source reading unit (e.g., Rapa Nui): classify statements fact vs opinion, locate and evaluate information","6-8","example_item","mixed","critical evaluation; source integration; inference","drag_drop","'source sleuth' - sort claims into fact/opinion buckets across competing posts","med - rich units are costly to build but highly reusable and IRT-linked","high - evaluate-and-reflect items are strong tail discriminators","MED - reasoning-heavy (less pure vocab) but reading and cultural context still matter; some coaching","critical-evaluation and fact/opinion reasoning CogAT omits; multilingual passages and oral support broaden access for a fairness-focused screen","PISA 2018 Released Reading Items (Rapa Nui), OECD","https://www.oecd.org/en/publications/pisa-2018-results-volume-i_5f07c754-en/full-report/component-31.html","gov_released","adapt_ok - officially released OECD items"
"VR-020","verbal","inference_reading_comprehension","Read a short passage; answer inference and author's-purpose questions (MCQ plus technology-enhanced)","2-3","example_item","verbal","inference; author's purpose; text comprehension","other","'reading rocket' - a progress map fuels a rocket as passages are cleared","high - large released bank with technology-enhanced item shells","med - difficulty scales with passage complexity and question type","MED-HIGH - decoding plus passage background; heavily test-prepped in Texas; coachable","passage comprehension with adaptive lexile; STAAR Spanish and read-aloud versions exist, so we can reduce ELL/decoding bias that CogAT print items impose","Texas STAAR Released Test Questions (Reading, grade 3)","https://tea.texas.gov/data-reports/staar/staar-released-test-questions","gov_released","adapt_ok - state-released items"
"VR-021","verbal","inference_reading_comprehension","Read a passage; answer inference/main-idea MCQ plus a constructed 'writing to sources' response","2-3","example_item","verbal","main idea; inference; evidence-based writing","constructed","'clue collector' - gather evidence tokens from the text to build the written answer","med - released items with item maps; passages limit cloning","med-high - constructed 'writing to sources' items lift the ceiling","MED-HIGH - reading plus writing load; coachable","comprehension plus evidence-writing (a productive channel CogAT lacks); read-aloud and adaptive passages reduce decoding bias","New York State Grades 3-8 ELA Released Questions (grade 3), NYSED","https://www.nysedregents.org/ei/ela/2024/2024-released-items-ela-g3.pdf","gov_released","adapt_ok - state-released items"
"VR-022","verbal","inference_reading_comprehension","Determine the meaning of a word from passage context (meaning vocabulary measured within reading)","6-8","example_item","verbal","inference of word meaning from context","mcq","'word-in-the-wild' - infer a creature's word-meaning from the story it appears in","high - passage plus target-word shells clone well","med-high - low-frequency targets reach the upper range","MED-HIGH - vocabulary plus reading, but context reduces the rote word-list advantage; coachable","context-based word meaning (vs CogAT isolated words); adaptive target-word frequency and read-aloud reduce vocab-exposure and decoding bias","NAEP Reading Sample Questions (meaning vocabulary), NCES","https://www.nationsreportcard.gov/reading/sample-questions/","gov_released","adapt_ok - publicly released government items"
"VR-023","verbal","following_oral_directions","Examiner reads a direction aloud; child marks/points to the picture that satisfies ALL stated conditions","K-1","item_type","mixed","receptive language; working memory; positional reasoning","timed_tap","'listen-and-tap' - a Simon-Says style round where the child taps the picture that fits the spoken rule","med - direction templates scale (add conditions), but need audio and picture assets","med - add conditions and positional terms (above/beside/between) to raise the ceiling","MED - listening plus positional vocabulary; low print load helps pre-readers and ELL; coachable","pure oral comprehension + working memory that CogAT under-taps; multilingual audio and adjustable step-count broaden access for a pre-reader screen","OLSAT 8 (Otis-Lennon School Ability Test), Pearson - Following Directions (Levels A-C)","https://www.pearsonassessments.com/content/dam/school/global/clinical/us/assets/olsat8/olsat8-overview-brochure.pdf","proprietary_describe_only","describe_only - secure content; describe the oral format only"
"VR-024","verbal","following_oral_directions","Hear a short spoken scenario; infer the answer and choose the matching picture (aural reasoning)","K-1","item_type","mixed","aural comprehension; inference","mcq","'story riddle' - voice narration poses a riddle; child taps the picture that solves it","med - scenario templates clone but need paired audio and art","med - subtle inferences and distractors raise difficulty","MED - listening comprehension plus inference; oral delivery lowers reading bias; coachable","oral inference for pre-readers (CogAT print inference needs reading); culturally-neutral scenarios and home-language audio reduce bias","OLSAT 8 (Otis-Lennon School Ability Test), Pearson - Aural Reasoning (Levels A-C)","https://www.pearsonassessments.com/content/dam/school/global/clinical/us/assets/olsat8/olsat8-overview-brochure.pdf","proprietary_describe_only","describe_only - secure content; describe the oral format only"
